SMILES,Title,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
Oc1ccc(-c2cc3cc(-c4ccncc4)cnc3[nH]2)cc1,ReINVENT_825,-8.6480228929158,-8.61785096816763,287.322,3.9975000000000023,2.262316966654213,0.5855451915458815,61.800000000000004,3,2,2,True,50932579,0.648559670781893,CHEMBL197698,0.5691771269177127,0.15625,0.14285714285714285
c1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4ccc(-c5ccc(CN(CCN(CC)CC)C)cc5)cc4)cc3)n2)cc1,ReINVENT_826,,-6.85816711158938,591.8030000000005,8.913300000000005,2.6201730875479665,0.1543822535955902,48.050000000000004,4,1,12,True,,,CHEMBL4082212,0.4722953268369017,,0.23076923076923078
c1(-c2c(-c3ccncc3)[nH]c(-c3c(F)cc(F)cc3)n2)ccc2c(c1)cc(-c1cccnc1)[nH]2,ReINVENT_827,-6.73019073566478,-8.7874180475457,449.4640000000001,6.627200000000004,2.6412464770384005,0.31744504801211754,70.25,3,2,4,True,CHEMBL4777788,0.49041364118462916,CHEMBL1946647,0.5989445910290238,0.07874015748031496,0.15730337078651685
c1c(-c2cnc3c(-c4cnn(-c5ccccc5)c4)c[nH]n3c2=O)ccnc1,ReINVENT_828,-5.97357968790568,-8.35427435302115,354.37300000000005,2.9372999999999996,2.6370969233764825,0.5400861805842435,80.86999999999999,6,1,3,True,CHEMBL4101293,0.6064212222635428,CHEMBL1771660,0.6185694635488308,0.13636363636363635,0.13333333333333333
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc2c(c1)cc(-c1cc(F)ccc1)nc2,ReINVENT_829,-6.37408776910835,-7.22380436040957,443.4850000000001,6.555000000000003,2.565792821288211,0.335236114807257,67.35,4,1,4,True,CHEMBL596072,0.5840804941223352,CHEMBL3356010,0.5038629492777964,0.1875,0.12
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc(-c2ccc3c(c2)[nH]cc3)cc1,ReINVENT_830,-6.97381372948316,-8.52218748122063,430.4860000000001,7.093100000000004,2.455903525774886,0.31352975730408,57.36,2,2,4,True,13958,0.5967584031328185,CHEMBL1946332,0.6564832893074537,0.1686746987951807,0.13924050632911392
[nH]1c2ccc(-c3c[nH]c4ccccc43)cc2c(-c2ccncc2)c1-c1ccncc1,ReINVENT_831,-8.42372635436333,-9.84787581894513,386.4580000000001,6.440200000000004,2.413089417353575,0.3675942637230515,57.36,2,2,3,True,13969,0.6137632448444799,CHEMBL3220489,0.6301681628524466,0.13580246913580246,0.07692307692307693
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4ccccc4)cc3)n2)cc2c(cc(-c3c4cn[nH]c4ccc3)cc2)c1,ReINVENT_832,-6.78693239842037,-6.92974914828761,539.6420000000002,9.1692,2.6250016364955417,0.22903855255215408,70.25,3,2,5,True,CHEMBL2064532,0.40974307640974306,CHEMBL3355162,0.5369721394778342,0.1,0.10638297872340426
c1(-c2ccncc2)c(-c2ccc3c(c2)cc(-c2cn(C)nc2)[nH]3)[nH]c(-c2cc[nH]c(=O)c2)n1,ReINVENT_833,-7.17798137577203,-8.28630170494306,433.4750000000001,4.3758000000000035,2.9365144791808326,0.3834309824762065,108.04,5,3,4,True,CHEMBL256987,0.5853549966614734,50715940,0.5905910216384971,0.16470588235294117,0.12244897959183673
c1(-c2cc3c(-c4cnn(C5CCN(C)CC5)c4)c[nH]c3nc2)cnc(OC)cc1,ReINVENT_834,-9.92006278129273,-8.84330179266131,388.4750000000001,3.7637000000000027,2.756768269937515,0.5762554934513592,71.86,6,1,4,True,CHEMBL406062,0.6158931977113795,CHEMBL250017,0.6409887209023278,0.20238095238095238,0.2
c1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc(O)cc3)n2)cc1,ReINVENT_835,-6.98046178145986,-6.94228874997596,313.36,4.511300000000003,2.0565155775544817,0.5846885610513807,61.8,3,2,3,True,CHEMBL4568095,0.5513387374109555,CHEMBL10,0.5889618922470434,0.4482758620689655,0.5208333333333334
c1c(-c2cnc3[nH]cc(-c4ccncc4)c3c2)ccc(N2CCN(C(C)C)CC2)n1,ReINVENT_836,-8.89103206654895,-7.77794247854395,398.5140000000003,4.217300000000003,2.5144212355353925,0.5577651456859024,60.940000000000005,5,1,4,True,CHEMBL584757,0.6048798252002914,188572,0.6146699794749919,0.1518987341772152,0.14285714285714285
c1cc(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4ccc(-n5cncc5)cc4)cc3)n2)ccc1F,ReINVENT_837,-6.16954989910443,-6.67498425447326,457.51200000000006,6.797500000000006,2.4241077018425834,0.30977618668910306,59.39,4,1,5,True,CHEMBL400240,0.48198818897637796,CHEMBL1771717,0.49361493123772104,0.09411764705882353,0.189873417721519
c12nc(-c3ccncc3)c(-c3ccc(F)cc3)nc1ccc(-c1cc(S(=O)(=O)C)ccc1)c2,ReINVENT_838,-6.27098132585999,-7.27912620383392,455.5140000000002,5.568400000000005,2.2781568348718046,0.3543212165208321,72.81,5,0,4,True,CHEMBL1940252,0.49476939870826886,CHEMBL3355995,0.5752708978328174,0.1326530612244898,0.12087912087912088
[nH]1c(-c2ccncc2)c(-c2c3cc(-c4ccc([N+]([O-])=O)cc4)cnc3[nH]c2)cn1,ReINVENT_839,-6.48512373974648,-8.59799115127516,382.38300000000004,4.590200000000003,2.6146122518379684,0.3485141231523693,113.39,5,2,4,False,CHEMBL3719193,0.5748604707595244,CHEMBL2376924,0.6308368904410814,0.16279069767441862,0.11494252873563218
c1(-c2cc3c(-c4ccncc4)c[nH]c3nc2)c(NC(C=C)=O)ccc(NC(c2cc(Cl)cc(Cl)c2)=O)c1,ReINVENT_840,-9.15034783496129,-8.93044850532199,528.3990000000002,6.975500000000002,2.7053973800333395,0.20724242393918252,99.77000000000001,4,3,6,False,CHEMBL4075400,0.5189910687996859,CHEMBL1923213,0.5359116022099448,0.13402061855670103,0.16842105263157894
c1(-c2nc(-c3ccncc3)c(-c3cc4c(cc3)ccn4CC)[nH]2)ccncc1,ReINVENT_841,-7.39799498034445,-8.62400207950492,365.44000000000005,5.1753000000000045,2.529858517785925,0.47755393189936285,59.39,4,1,4,False,CHEMBL1834315,0.5908874045801527,CHEMBL1784666,0.5779829154036924,0.08602150537634409,0.30357142857142855
c1ccc(-c2[nH]c(-c3ccncc3)c(-c3ccc(-c4cc(C)cs4)cc3)n2)cn1,ReINVENT_842,-6.2668727224001,-7.29524180525474,394.50300000000004,6.237620000000004,2.4935309322546786,0.3925730925868127,54.46,4,1,4,True,14379,0.5364872856298049,CHEMBL1946334,0.5572172371773568,0.1875,0.11627906976744186
c1(-c2[nH]c(-c3cc4cn[nH]c4cc3)c(-c3ccncc3)n2)ccc(-c2ccnc(C)c2)cc1,ReINVENT_843,-6.91903755581118,-7.56600756858803,428.49900000000014,6.052420000000005,2.5976471678471,0.35785394635456996,83.14,4,2,4,True,CHEMBL594523,0.6367644043469346,50659453,0.509411050394657,0.17525773195876287,0.09
c1cc(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4ccc(C(=O)N)cc4)c(CCN)c3)n2)ccc1F,ReINVENT_844,-6.10111028853711,-7.42383878025258,477.54300000000023,5.2119000000000035,2.506268204137859,0.2987005104701164,110.67999999999999,4,3,7,True,CHEMBL402902,0.4681732580037665,CHEMBL10,0.547579472262622,0.1368421052631579,0.453125
c1c(-c2c[nH]c3c2cc(-c2ccncc2)cn3)ccnc1-c1c(-c2ccncc2)[nH]c(-c2ccc(F)cc2)n1,ReINVENT_845,-7.68065062882956,-8.34090338365137,509.54800000000023,6.945100000000005,2.8524482057135856,0.26187887371918434,96.02999999999999,5,2,5,True,CHEMBL4647659,0.5563424473330345,CHEMBL391656,0.5143307670902514,0.13636363636363635,0.13
c12c(-c3nc(-c4c(-c5ccncc5)[nH]c(-c5ccc(F)cc5)c4)c[nH]3)cccc1cccn2,ReINVENT_846,-7.69314677500179,-8.9499137652717,431.47400000000005,6.488100000000005,2.8404677329962364,0.3352043743975857,70.25,3,2,4,True,13970,0.6136291600633914,CHEMBL1946325,0.644325290437891,0.17204301075268819,0.10869565217391304
n1c2c(ccc1-c1c[nH]nc1-c1ccncc1)cc(-c1cccc(C(=O)N)c1)cc2,ReINVENT_847,-8.62083842842868,-8.83044315879991,391.43400000000014,4.452800000000002,2.5695887180528754,0.47274824843974134,97.55,4,2,4,True,CHEMBL5089934,0.5633523720713369,CHEMBL4865870,0.6655168312120852,0.09090909090909091,0.16666666666666666
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(-c4[nH]cc(-c5cc6c(cc5)cc[nH]6)c4)cc3)n2)ccc(F)cc1,ReINVENT_848,-5.28726572151505,-6.60937469811025,495.5610000000001,8.088200000000006,2.7968440676356323,0.22575358057804504,73.15,2,3,5,True,CHEMBL261659,0.4309757563614506,CHEMBL4851793,0.49175933280381257,0.2465753424657534,0.08791208791208792
c1c(-c2c(-c3ccncc3)[nH]c(-c3c[nH]c4cc(F)ccc34)n2)c(Br)ccc1,ReINVENT_849,-7.00995505486774,-8.024342403772,433.28400000000005,6.188600000000003,2.5415021037621006,0.356643662157866,57.36,2,2,3,True,CHEMBL323944,0.5669243778690505,696030,0.5987841945288754,0.17647058823529413,0.11224489795918367
c12c(c(F)c(-c3ccncc3)cn1)c(-c1ccncc1)c[nH]2,ReINVENT_850,-9.59988745308979,-8.51068735384928,290.301,3.8260000000000023,2.5561195702045083,0.6102072544924693,54.46,3,1,2,True,CHEMBL3968891,0.6933445661331087,CHEMBL400863,0.5868629357033746,0.08064516129032258,0.11428571428571428
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(NS(c4c5c(cncc5)ccc4)(=O)=O)cc3)n2)ccc(F)c1,ReINVENT_851,-6.56155463413426,-6.6784461937302,521.5770000000002,6.2938000000000045,2.5360557174065743,0.26814290389457335,100.63000000000001,5,2,6,True,50407527,0.43969778938531856,CHEMBL1761561,0.543496425587225,0.12790697674418605,0.1368421052631579
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc2[nH]c(-c3ccc(NC(c4ccc5c(cccn5)c4)=O)cc3)nc2c1,ReINVENT_852,-5.82914985664513,-6.71917198853189,601.6450000000002,8.288600000000002,2.7388780794040724,0.17754095716839635,112.24,5,3,6,True,CHEMBL1809111,0.4297132498352011,CHEMBL4082212,0.481198589894242,0.13861386138613863,0.42857142857142855
c1(-c2cc3c(-c4ccncc4)c(-c4ccncc4)[nH]c3cc2)cc(CN(C)C)ccc1,ReINVENT_853,-7.7164225769871,-8.10377746655287,404.51700000000017,6.020500000000006,2.3895197644646125,0.3894724891435301,44.81,3,1,5,True,13930,0.589665982055994,CHEMBL1923216,0.6194986715952409,0.11494252873563218,0.1111111111111111
C1C(F)CN(C(=O)c2c(-c3ccc(-c4c[nH]c(-c5c[nH]c6ccccc65)n4)cc3)cccc2)C1,ReINVENT_854,-8.49484544249598,-8.06288097704134,450.5170000000001,6.076000000000005,3.135206624880838,0.3487155954645825,64.78,2,2,4,True,CHEMBL3735772,0.5273331319842948,50659440,0.5838824673220266,0.14,0.15306122448979592
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc2c(cc1C)c[nH]n2,ReINVENT_855,-6.7894604803318,-8.23911696794136,369.4030000000001,5.129520000000003,2.779787657233019,0.46311173345947876,70.25,3,2,3,True,CHEMBL1957950,0.4723146747352496,CHEMBL1946331,0.6553858309191467,0.18681318681318682,0.12195121951219512
c1(-c2ccncc2)c(-c2ccncc2)nc(-c2ccc(O)cc2)[nH]1,ReINVENT_856,-7.44624303436042,-7.51181341101671,314.348,3.9063000000000017,2.244673107348632,0.6010682559302349,74.69,4,2,3,True,CHEMBL2022415,0.563261480787254,CHEMBL1080582,0.5267513696234992,0.1111111111111111,0.1388888888888889
c1(-c2cc3c(-c4ccncc4)c[nH]c3cc2)nccnc1C1CN(C2COC2)C1,ReINVENT_857,-9.84512956071347,-7.86737648825865,383.45500000000027,3.4849000000000023,2.8210600346433967,0.5843639716419706,66.93,5,1,4,True,13901,0.6436709653186428,CHEMBL1761571,0.4926733962878541,0.08247422680412371,0.08695652173913043
c1c(-c2cc(-c3ncccc3)cc(-c3ccncc3)c2)cc2c([nH]cc2-c2ccncc2)c1,ReINVENT_858,-9.15571158879358,-8.0405507599452,424.5070000000001,7.0209000000000055,2.440197688754763,0.3307276811925139,54.46,3,1,4,True,CHEMBL4449746,0.5757268424611224,CHEMBL1822153,0.5013900769888794,0.29850746268656714,0.11494252873563218
c1c(-c2c(-c3ccncc3)[nH]c(-c3cnc(C(F)(F)F)cc3)n2)ccc2nc(C)ccc12,ReINVENT_859,-6.19143916485744,-6.30326331369194,431.4210000000001,6.076120000000003,2.6072202708240297,0.37616605319549773,67.35,4,1,3,True,CHEMBL1809111,0.5978456014362656,CHEMBL3394097,0.44472954942009646,0.1511627906976744,0.17647058823529413
c1(-c2ccc3[nH]cc(-c4ccncc4)c3c2)cccnc1,ReINVENT_860,-8.71567017197031,-8.19876387159064,271.32300000000004,4.291900000000003,2.0828568072453564,0.5905275701471159,41.57,2,1,2,True,CHEMBL573192,0.7310475534114405,50383511,0.6084556152840331,0.18333333333333332,0.16666666666666666
c1(-c2c(-c3ccncc3)nc(-c3ccc([S+]([O-])C)cc3)[nH]2)ccc2c(c1)cc(-c1cccnc1)[nH]2,ReINVENT_861,-7.40587037620417,-6.62358589154519,475.5770000000001,6.086400000000004,3.50583834356679,0.29527622256515873,93.31,4,2,5,False,CHEMBL256987,0.5278825568355592,CHEMBL2376905,0.5139622641509434,0.20253164556962025,0.0891089108910891
c1cc(-c2cc(-c3c[nH]c4ncccc43)ccn2)cc(NC(=O)C)c1,ReINVENT_862,-9.13187034856139,-10.0394962177631,328.37500000000006,4.250300000000002,2.2095658831734806,0.5904211823310395,70.67,3,2,3,True,13892,0.6303904230716909,CHEMBL233001,0.678725857595849,0.20270270270270271,0.15384615384615385
c1(-c2cccc(-c3[nH]c4ccc(F)cc4n3)c2)ccc(-c2cc3cc([N+]([O-])=O)ccc3[nH]2)cc1,ReINVENT_863,-6.55270256238748,-8.36718236571311,448.4570000000002,7.092500000000004,2.4375391343810584,0.22282146289594532,87.60999999999999,3,2,4,False,50977209,0.5632336655592469,CHEMBL3355170,0.5845731771657697,0.15384615384615385,0.09183673469387756
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)ccc2[nH]ncc2c1,ReINVENT_864,-7.00405692244957,-8.05504040029037,355.37600000000003,4.821100000000002,2.4022540387610984,0.48730378790416384,70.25,3,2,3,True,CHEMBL399139,0.5831851663703327,CHEMBL1946331,0.627165718820262,0.1506849315068493,0.10126582278481013
c1c(=NCc2c(-c3ccncc3)nc(-c3ccncc3)[nH]2)[nH]ccc1-c1cnccc1,ReINVENT_865,-7.36603597931613,-8.0432968914137,405.46500000000003,4.024700000000002,3.1280257879696443,0.4615195354833199,95.49999999999999,5,2,5,True,CHEMBL1834328,0.6196467991169978,CHEMBL3393597,0.5879740348479672,0.07920792079207921,0.12222222222222222
c1ccc(-c2c(-c3ccncc3)nc(-c3ccc(OCc4ocnc4)cc3)[nH]2)cc1,ReINVENT_866,-5.99979611503117,-6.71997874493019,394.4340000000001,5.3727000000000045,2.4521063404304986,0.4187459426664308,76.83000000000001,5,1,6,True,CHEMBL360573,0.5746572407883461,CHEMBL1822142,0.504878310281977,0.11827956989247312,0.10101010101010101
c1cc(-c2c(-c3ccncc3)[nH]c(-c3ccc(OC)cc3)n2)cc2c1OCO2,ReINVENT_867,-6.19597370495959,-7.1419011127217,371.39600000000013,4.543000000000003,2.265376960788707,0.5701806713357453,69.26,5,1,4,True,50721056,0.5371527777777778,CHEMBL1784088,0.49607682398407305,0.10416666666666667,0.056818181818181816
c1c(-c2c(-c3ccncc3)[nH]c(-c3cc(F)c(F)cc3)n2)cc2c(c1)nccn2,ReINVENT_868,-6.33502686655244,-5.32076802129621,385.377,5.027100000000003,2.4650705323809543,0.47314403545597283,67.35,4,1,3,True,CHEMBL4457174,0.5476016557097638,CHEMBL1923211,0.44571608567828647,0.3142857142857143,0.09876543209876543
c12nccc(-c3ccncc3)n1[nH]c(-c1ccncc1)c2-c1ccncc1,ReINVENT_869,,,,,,,,,,,,,,,,,
c1(-c2n(-c3ccc(-c4ccco4)cc3)c(O)c(O)c2C(C(C)C)=O)ccc(O)cc1O,ReINVENT_870,-7.23789520330623,-9.18457923151549,419.43300000000016,5.065400000000005,2.882474723280394,0.3359025183219075,116.06,7,4,5,True,51159601,0.4774619289340102,CHEMBL1761569,0.5946509204584925,0.13333333333333333,0.11235955056179775
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc(-c2cc(C(F)(F)F)ccc2Cl)[nH]c(=N)c1-c1ccncc1,ReINVENT_871,-8.37691851691141,-7.02296630190955,586.98,8.153570000000004,3.1424000430889487,0.1779118060027142,94.10000000000001,4,3,5,True,CHEMBL4547931,0.5555457357490057,CHEMBL1822148,0.4267358747447243,0.23595505617977527,0.11650485436893204
c1ccc2c(c1)ccc(-c1c(-c3ccncc3)[nH]c(-c3ccc(C=C)cc3)n1)c2,ReINVENT_872,-6.05378937117742,-8.10603997004768,373.45900000000006,6.601900000000005,2.3081083920042307,0.38538039185905704,41.57,2,1,4,True,CHEMBL4216485,0.4923108053419668,CHEMBL400863,0.5590560471976401,0.07228915662650602,0.15789473684210525
c1c(-c2cc3c(-c4ccncc4)c[nH]c3cc2)nc(N2CC(N)CCC2)cn1,ReINVENT_873,-9.44848620507998,-8.88808694239974,370.4600000000002,3.6144000000000025,3.01536121799166,0.5754467216657098,83.72,5,2,3,True,CHEMBL4449746,0.6508037764735902,CHEMBL205672,0.6631002420073876,0.25316455696202533,0.14705882352941177
c1(-c2c(-c3ccncc3)[nH]c(-c3c(F)cc(F)cc3)n2)ccncn1,ReINVENT_874,-6.74117845587257,-7.17485380303209,335.317,3.8739000000000017,2.510480740918476,0.6169591878731302,67.35,4,1,3,True,CHEMBL98554,0.6079754601226994,CHEMBL10,0.6137208067940552,0.125,0.42105263157894735
c1c2c(cc(-c3cncc4ccccc34)c1)c1c(cn2)ncn1C,ReINVENT_875,-8.57497304628498,-8.64254285376257,310.36,4.336700000000003,2.3797355125490647,0.462492867285605,43.6,4,0,1,True,51284871,0.5749509666573269,CHEMBL1682004,0.6945193171608266,0.08433734939759036,0.14102564102564102
c1(-c2cc(-c3cnc(=N)[nH]c3)nc3c2nc(-c2ccncc2)cc3)c[nH]c2ccc(-c3n[nH]cc3)cc12,ReINVENT_876,-7.55503372271528,-7.60199394569827,481.52300000000014,5.099770000000002,3.365639042521795,0.27730218106250637,135.67000000000002,6,4,4,True,50752181,0.5123368581499477,784827,0.4732438556736971,0.07692307692307693,0.11304347826086956
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)ccc2c(c(C)c[nH]2)c1,ReINVENT_877,-7.94103171906283,-8.10020032806832,412.5180000000001,5.332820000000003,3.451931480315375,0.3914221834906379,80.41999999999999,3,2,4,False,CHEMBL3652541,0.5294323347709523,CHEMBL400863,0.5596561604584527,0.12790697674418605,0.11764705882352941
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(O)cc3)n2)cc2c(cc1)C(=NO)CC2,ReINVENT_878,-7.59097384882334,-8.39793961405999,382.4230000000002,4.635800000000002,2.6363458264986015,0.3554354111460732,94.39,5,3,3,True,50932568,0.5355507351168957,CHEMBL363355,0.5363007778738116,0.10126582278481013,0.09375
c1(-c2c3cc(-c4nc(CN(C)C)c[nH]4)ccc3[nH]c2)c[nH]c(=N)cc1,ReINVENT_879,-9.0897454223774,-7.91483427282878,332.41100000000006,3.09417,3.3427723900227964,0.4626650351934137,87.35,3,4,4,True,CHEMBL160876,0.661600669269381,CHEMBL1681992,0.610279582038972,0.10256410256410256,0.1038961038961039
n1c(-c2ccncc2)c(-c2cc(O)c(Cl)cc2)nc(-c2cnc(C#N)cc2)c1,ReINVENT_880,-7.62867515960089,-7.1214306123362,385.81400000000014,4.498280000000003,2.6170536985088173,0.5574834748850859,95.58000000000001,6,1,3,True,CHEMBL442802,0.5345017636684304,50543920,0.6154798761609908,0.15384615384615385,0.26865671641791045
c1c(-c2c[nH]c(-c3ccncc3)n2)ccc(-c2ccc(F)cc2F)c1,ReINVENT_881,-7.72670300354645,-7.92315641822386,333.341,5.083900000000002,2.389057558621321,0.5676361892092909,41.57,2,1,3,True,CHEMBL1088618,0.6508444962143274,CHEMBL197698,0.6291843147971035,0.1527777777777778,0.1232876712328767
c1(-c2c[nH]c3ncc(-c4ccc(NS(=O)(C)=O)cc4)cc32)ccncc1,ReINVENT_882,-9.51179944186665,-7.88860458524975,364.43000000000006,3.663400000000001,2.2962504125405836,0.578335904212186,87.74,4,2,4,True,CHEMBL4449746,0.7181668496158068,CHEMBL250409,0.5516930022573363,0.42857142857142855,0.23076923076923078
c1(-c2[nH]c(=NC)[nH]c2-c2ccncc2)ccncc1,ReINVENT_883,-5.85353567503895,-7.38996521564168,251.29300000000006,1.9972999999999996,2.9766258666014416,0.7309577441469259,69.72,3,2,2,True,CHEMBL4064316,0.6099342585829073,CHEMBL1784665,0.6564601769911504,0.21153846153846154,0.23404255319148937
c1c(-c2n[nH]c3ccc(-c4ccncc4)cc23)ccnc1-c1c(-c2ccncc2)[nH]c(-c2c[nH]nc2)c1,ReINVENT_884,-8.95904737518345,-7.67789940380925,480.53500000000014,6.134100000000004,3.0076971525199045,0.2741791913576454,111.81999999999998,5,3,5,True,346055,0.5284455128205128,CHEMBL3393596,0.5501459549624688,0.07526881720430108,0.14772727272727273
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(C#N)c(F)c3)n2)cc2ccn(C)c2cc1,ReINVENT_885,-6.7684675107253,-6.55931962219594,393.42500000000007,5.308180000000004,2.641184908069757,0.45163340603929253,70.28999999999999,4,1,3,True,50932565,0.5599096555618295,CHEMBL3355162,0.4466940532081377,0.10227272727272728,0.09183673469387756
c1(-c2ccc(-n3cc(-c4ccncc4)cn3)cc2)cc2ccc(C(NC)=O)cc2[nH]1,ReINVENT_886,-7.2570303138693,-8.97998123693376,393.45000000000016,4.442200000000002,2.39110550126966,0.4738784402072381,75.6,4,2,4,True,CHEMBL4636075,0.5530586766541823,CHEMBL1771669,0.6379390555943243,0.18666666666666668,0.20689655172413793
c1(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)ccc2c(c1)cnn2-c1ccc(F)cc1,ReINVENT_887,-6.19132811785833,-8.57558158520364,432.46200000000016,5.678700000000003,2.538098816198749,0.38907220181007535,72.28,5,1,4,True,51023138,0.4862099644128114,CHEMBL3220475,0.543819523859029,0.19230769230769232,0.10465116279069768
c1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc(SCCN=c4cc[nH]cc4)cc3)n2)cc1,ReINVENT_888,-5.89264962727171,-7.87641486547347,449.58300000000014,5.826800000000005,2.963499786656861,0.24268959431563697,69.72,4,2,7,True,50932585,0.4965255157437568,CHEMBL4753641,0.577013458662679,0.19117647058823528,0.10204081632653061
Brc1c(-c2cc3c(-c4cncc(N5CCCCC5)n4)c[nH]c3nc2)cccn1,ReINVENT_889,-9.53503232025173,-8.31562757717545,435.3290000000002,4.834700000000004,2.7752407235319865,0.4668758235420814,70.59,5,1,3,False,CHEMBL483669,0.7014301987090241,CHEMBL1644634,0.5599011013710946,0.10752688172043011,0.1595744680851064
[nH]1c(-c2c[nH]c3ccc(-c4ccncc4)cc23)cc(-c2c(Cl)cccc2)nc1=N,ReINVENT_890,-8.61573473105386,-10.0873798279491,397.869,5.419870000000003,2.693937681702222,0.37962416434585233,81.21000000000001,3,3,3,True,CHEMBL3943813,0.6680437424058323,CHEMBL4865870,0.655098645115284,0.13253012048192772,0.17045454545454544
c12c(c3c(ccc(-c4ccncc4)c3)nc1)c[nH]c(=Nc1ccncc1)n2,ReINVENT_891,-7.87176399437354,-8.2653185662013,350.38500000000005,3.800500000000004,3.010982372094431,0.4911530848249037,79.71,5,1,2,True,CHEMBL2064516,0.5676607024519549,CHEMBL572282,0.6772350756926593,0.09876543209876543,0.25396825396825395
c1cc(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+](c4ccc(F)cc4)[O-])cc3)n2)ccc1F,ReINVENT_892,-6.55195392733363,-7.87913213439942,457.5050000000001,6.250600000000004,3.335024885548248,0.31734484308598326,64.63,3,1,5,False,51185474,0.5293570298688006,CHEMBL3924132,0.5523433645781943,0.10309278350515463,0.0898876404494382
c12cc(-c3c4cn[nH]c4nc(-c4ccncc4)c3)ccc1[nH]cc2-c1cn(C2CCNCC2)nc1,ReINVENT_893,-9.1400188839096,-9.59168022627217,460.54500000000024,4.9562000000000035,3.0262010957563596,0.34539920739939317,100.10000000000001,6,3,4,True,13915,0.6090820418337488,CHEMBL4862656,0.5924761811216972,0.12745098039215685,0.15178571428571427
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)c[nH]c2c(-c3cccnc3)cnn12,ReINVENT_894,-7.33287914651075,-7.47853156217307,421.4390000000001,4.982600000000003,2.950196884096343,0.42012183805706627,87.55,5,2,4,True,CHEMBL256987,0.5299529076771439,CHEMBL1644643,0.5842535787321064,0.21794871794871795,0.1414141414141414
c1c(-c2cc(-c3ccncc3)c(-c3ccncc3)[nH]2)ccc(F)c1,ReINVENT_895,-6.51073482306474,-7.7818937836134,315.35100000000006,4.944800000000003,2.2194068018231707,0.5812741803203268,41.57,2,1,3,True,CHEMBL558982,0.6629656683710738,CHEMBL1080582,0.5427933223606866,0.09090909090909091,0.08
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccc(C=CCOCC)cc3)n2)cc2c(cnn2C)c1,ReINVENT_896,-6.48552415071739,-7.80730717871476,435.5310000000002,5.742100000000005,2.7702578574520444,0.3309665362110962,68.62,5,1,7,True,50932565,0.5000507768863613,CHEMBL401123,0.5817569036747119,0.10869565217391304,0.11702127659574468
c1(-c2n3[nH]c(=Nc4cc(OC)c(-c5cnn(C)c5)cc4)ccc3nc2)cc(CO)ccc1,ReINVENT_897,-9.02516633916774,-9.32484278740104,426.48000000000013,3.4632000000000023,3.181016829244573,0.4501452016213452,92.73,7,2,5,True,50943622,0.5759835711197578,696033,0.5402540349536815,0.13861386138613863,0.1282051282051282
c1(-c2c(-c3ccncc3)[nH]c(-c3ccc([S+]([O-])C)cc3)n2)ccc2c(c1)CCN(C)C2,ReINVENT_898,-7.06518618782184,-7.89659149500499,428.5610000000002,4.531000000000003,3.4484929283679104,0.4850468482131167,67.86999999999999,4,1,4,False,CHEMBL256987,0.5364145658263305,50543920,0.6737257717157215,0.1625,0.6181818181818182
c1c(-c2[nH]c(-c3ccncc3)c(-c3cc4c(cc3)nccc4)n2)cc2c([nH]cc2-c2ccc(F)c(Cl)c2)c1,ReINVENT_899,-8.62057967917787,-8.71187727684021,515.9790000000002,8.294700000000002,2.693852587765944,0.2475034687682505,70.25,3,2,4,True,CHEMBL573480,0.5504121750158528,CHEMBL4546504,0.5379316283475415,0.12359550561797752,0.14414414414414414
c1c(-c2c(-c3ccncc3)[nH]c(-c3ccncc3)n2)cc2c(c1)cc(-c1cnccc1)nc2,ReINVENT_900,-6.51941536368864,-6.06333396183291,426.4830000000001,5.810900000000004,2.5999837027407775,0.3846574660309772,80.24,5,1,4,True,CHEMBL256987,0.5602442481735906,CHEMBL4546504,0.49712488769092544,0.24285714285714285,0.10679611650485436
