SMILES,Title,gsk3b_rf,jnk3_rf,Score,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
CNc1ncc(-c2ccnc(NC3CCC3)n2)cn1,MARS_3116,0.68,0.68,0.65,-7.62861344479007,-7.79320719894821,256.31299999999993,1.9397,2.407739013454586,0.8703260282007997,75.62,6,2,4,True,CHEMBL3410103,0.7297591016120268,CHEMBL248643,0.6606701940035273,0.23333333333333334,0.1896551724137931
CNc1cc(-c2cc(-c3cn[nH]c3)nc(F)c2F)ccn1,MARS_3117,0.59,0.52,0.6275,-8.24702236879742,-8.52038872613384,287.273,2.8536,2.848209005047554,0.726898780215887,66.49000000000001,4,2,3,True,CHEMBL3401118,0.6250814332247556,CHEMBL1083185,0.5788388324873097,0.19480519480519481,0.13513513513513514
Fc1cc(-c2c(F)cncc2F)cc(-c2ccnc(NC3CCC3)c2)n1,MARS_3118,0.63,0.69,0.648756,-8.74634243547315,-8.98337263470915,356.35100000000017,4.587300000000003,2.7473288657630377,0.6950224155779244,50.7,4,1,4,True,50230999,0.6610697359512525,CHEMBL203792,0.6835544833132288,0.17105263157894737,0.21875
Fc1n[nH]c(-c2ccnc(NC3CC3)c2)c1F,MARS_3119,0.63,0.57,0.6425,-7.8688681031882,-7.83849733388894,236.22499999999997,2.3242000000000003,2.8200694664559407,0.8594456502475715,53.6,3,2,3,True,CHEMBL3410087,0.6355000931272118,CHEMBL3099976,0.5525310410697231,0.27419354838709675,0.2028985507246377
Fc1ccnc(Nc2ccnc(-c3ccncc3)c2)n1,MARS_3120,0.72,0.56,0.64,-6.72620181098053,-7.03276358618263,267.267,2.8163,2.375506668924684,0.739150658156226,63.59,5,1,3,True,CHEMBL1630460,0.7067205854034277,CHEMBL571619,0.7436172112122835,0.15384615384615385,0.33962264150943394
Fc1ccc(Nc2cc(-c3cn[nH]c3)ncn2)cc1,MARS_3121,0.61,0.59,0.6475,-7.46837584987247,-8.4561712921167,255.25600000000006,2.7493999999999996,2.3171162512168255,0.754800495496007,66.49000000000001,4,2,3,True,CHEMBL1630460,0.796397151235861,CHEMBL248643,0.6459893048128342,0.16981132075471697,0.12903225806451613
Fc1nc(-c2c(F)n[nH]c2F)ncc1-c1ccnc(NC2CCC2)c1,MARS_3122,0.6,0.59,0.6475,-7.05569202328714,-7.31036590649976,346.31600000000014,3.3104000000000005,3.1862282675959284,0.7087199035139959,79.38,5,2,4,True,CHEMBL3410098,0.6481669323286481,CHEMBL3947385,0.5689050526042343,0.273972602739726,0.11764705882352941
Fc1ccc(-c2ccnc(NC3CC3)n2)cn1,MARS_3123,0.73,0.64,0.65,-8.40618789351612,-7.97728294823668,230.246,2.252,2.278644289846836,0.8215110720952375,50.7,4,1,3,True,CHEMBL160968,0.697648165569144,CHEMBL4462592,0.559610705596107,0.13793103448275862,0.12280701754385964
CN(F)c1cc(-c2ccnc(NC3CC3)n2)ccn1,MARS_3124,0.74,0.6,0.65,-8.61884652635297,-8.44387133651771,259.28799999999995,2.4336,2.7389925332681067,0.8545645591852725,53.940000000000005,5,1,4,True,CHEMBL3926696,0.6871647509578545,CHEMBL507249,0.5858151673319005,0.0684931506849315,0.3898305084745763
Fc1ccc(-c2ccncc2F)cc1Nc1ccnc(NC2CCC2)n1,MARS_3125,0.6,0.61,0.65,-8.59581741329387,-8.24785269900147,353.37600000000015,4.524800000000003,2.4510282586944303,0.705808148657644,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6414027149321266,CHEMBL571619,0.6570838861860533,0.13253012048192772,0.19718309859154928
c1cc(-c2ccnc(NC3CC3)n2)cc(NC2CCC2)n1,MARS_3126,0.76,0.76,0.65,-8.34357986536065,-8.96231014016756,281.363,3.077300000000001,2.3196474035343133,0.8815339216563658,62.730000000000004,5,2,5,True,CHEMBL346371,0.6631257041686786,CHEMBL507249,0.6906060133977254,0.10606060606060606,0.4444444444444444
Fc1ccnc(Nc2cccc(-c3ccncc3)c2)n1,MARS_3127,0.68,0.59,0.6475,-7.7283698161968,-7.21061403368382,266.279,3.4213000000000013,2.1424829401111243,0.7378695562648271,50.7,4,1,3,True,CHEMBL256518,0.7172413793103448,CHEMBL571619,0.7631531693302209,0.25,0.3584905660377358
Fc1ccnc(Nc2cc(-c3ccccn3)ccn2)n1,MARS_3128,0.56,0.65,0.64,-8.54476812834487,-7.20628570808689,267.267,2.816300000000001,2.3576427836574076,0.7391506581562259,63.59,5,1,3,True,CHEMBL1630460,0.7879464285714286,CHEMBL571619,0.7143107681515257,0.16981132075471697,0.30357142857142855
c1cnc(Nc2nccc(-c3ccnc(NC4CCC4)c3)n2)nc1,MARS_3129,0.72,0.7,0.65,-8.50273762463656,-9.64767090028007,319.372,3.036600000000001,2.4356447216498225,0.7468596838320958,88.51,7,2,5,True,CHEMBL256518,0.6840447314537723,CHEMBL380724,0.7749776319713689,0.1774193548387097,0.25806451612903225
c1cc(-c2cc(-c3ccnc(NC4CCC4)n3)ncn2)cc(NC2CC2)n1,MARS_3130,0.73,0.67,0.648934,-8.57640252667282,-7.34381832208009,359.43700000000007,3.534300000000001,2.594349136132081,0.6957356429987385,88.51,7,2,6,True,CHEMBL2391100,0.6064300066979236,CHEMBL4865870,0.6196555461881248,0.19444444444444445,0.10112359550561797
Fc1ccnc(Nc2cc(F)c(F)c(-c3ccncc3)c2)n1,MARS_3131,0.68,0.63,0.65,-7.72308555665864,-8.16050583148015,302.25899999999996,3.6995000000000022,2.45976951103291,0.749519659796315,50.7,4,1,3,True,CHEMBL2048685,0.6500451943356433,CHEMBL1288160,0.576934264107039,0.21739130434782608,0.16216216216216217
c1ccc(-c2ccnc(Nc3ccncc3)n2)cc1,MARS_3132,0.88,0.66,0.65,-9.00549666092633,-7.94613429938555,248.28900000000002,3.2822000000000005,1.8512942876540723,0.7723916492842495,50.7,4,1,3,True,CHEMBL1630460,0.7511567089116877,51238049,0.670479704797048,0.28888888888888886,0.13793103448275862
Fc1ccc(Nc2cc(-c3ccnc(NC4CC4(F)F)n3)ccn2)cc1,MARS_3133,0.74,0.79,0.65,-9.09736666397874,-10.5999570380201,357.33900000000006,4.240800000000003,3.0369458659963247,0.7150929803801814,62.730000000000004,5,2,5,True,13896,0.671019809244314,CHEMBL205672,0.7991323210412148,0.2857142857142857,0.5434782608695652
CNc1cc(-c2cc(Nc3nccc(F)n3)ccc2F)ccn1,MARS_3134,0.69,0.7,0.65,-7.80948932571707,-7.53401712961471,313.31100000000004,3.602100000000001,2.462187325421386,0.7206062875088578,62.730000000000004,5,2,4,True,13896,0.7401587558723473,CHEMBL3220488,0.5359371100573995,0.36507936507936506,0.2073170731707317
c1cc(-c2cn[nH]c2)cc(NC2CC2)n1,MARS_3135,0.7,0.57,0.6425,-7.12490069001518,-7.46449064568513,200.24499999999998,2.0459999999999994,2.444519482440281,0.7968026711894174,53.6,3,2,3,True,CHEMBL4064316,0.6019280980116489,CHEMBL1725279,0.5723377174374205,0.11475409836065574,0.07407407407407407
Fc1cnc(-c2ccnc(Nc3nccc(F)n3)c2)nc1,MARS_3136,0.6,0.7,0.65,-8.55258856580535,-7.98380510844125,286.245,2.3503999999999996,2.6152083114788276,0.7447133793224865,76.48,6,1,3,True,CHEMBL1630466,0.7173119065010957,51238049,0.5444499422728022,0.11666666666666667,0.07936507936507936
Fc1ccc(-c2ccnc(Nc3ncccn3)c2)cc1,MARS_3137,0.54,0.79,0.635,-9.04257096977887,-8.47062497115008,266.27900000000005,3.4213000000000005,2.000794543761712,0.7887769354569395,50.7,4,1,3,True,CHEMBL1630460,0.7541954590325766,51238049,0.6252638986629134,0.16666666666666666,0.0847457627118644
CNc1nccc(-c2ccnc(NC3CC3)c2)n1,MARS_3138,0.69,0.65,0.65,-8.1088336767533,-6.0518125341589,241.29799999999997,2.1545999999999994,2.326054479246354,0.8584317811284914,62.730000000000004,5,2,4,True,CHEMBL2391100,0.6527175725241747,CHEMBL4754904,0.6029810298102981,0.22388059701492538,0.19672131147540983
Fc1cnccc1-c1ccnc(Nc2ncccn2)c1,MARS_3139,0.55,0.69,0.6375,-8.50082897949866,-8.10356908357525,267.267,2.8163,2.327261036590917,0.7901464236209735,63.59,5,1,3,True,CHEMBL253272,0.7130526686630263,51238049,0.6371225577264654,0.2153846153846154,0.11290322580645161
FC1CC(Nc2cc(-c3ccnc(NC4CCC4)n3)ccn2)C1F,MARS_3140,0.69,0.68,0.647251,-9.01993855412721,-10.1118032342398,331.37,3.363400000000002,3.7989747317819127,0.8794868102838413,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6133390829380481,CHEMBL205561,0.6972451790633609,0.18421052631578946,0.2413793103448276
Fc1ccc(Nc2nccc(F)n2)cc1,MARS_3141,0.68,0.57,0.6425,-7.12545156054632,-7.73934051135925,207.18300000000002,2.4984,1.9952103996625912,0.7685844677970377,37.81,3,1,2,True,CHEMBL76559,0.7540271030427,51238049,0.6228813559322034,0.1956521739130435,0.09259259259259259
CNc1cc(-c2cnc(NC3CCC3)nc2F)ccn1,MARS_3142,0.48,0.64,0.62,-7.80889784179078,-8.12406923893174,273.31499999999994,2.6838000000000006,2.61322429741573,0.8385499175053881,62.730000000000004,5,2,4,True,CHEMBL4846517,0.6716057891109579,CHEMBL383177,0.6359439406430338,0.13157894736842105,0.140625
Fc1ccnc(Nc2cc(-c3cncnc3F)ccn2)n1,MARS_3143,0.64,0.68,0.65,-8.36573773970259,-7.77044329528305,286.245,2.3503999999999996,2.780027479196356,0.7447133793224865,76.48,6,1,3,True,CHEMBL256518,0.708992868324926,CHEMBL4795574,0.48661330389180235,0.1935483870967742,0.07692307692307693
Fc1cnc(Nc2ccnc(Nc3nccc(F)n3)n2)nc1,MARS_3144,0.62,0.47,0.6175,-7.80879230742384,-7.32583225202444,302.248,1.8219999999999996,2.759257491802142,0.7037001243421157,101.4,8,2,4,True,CHEMBL3652546,0.6504945831370702,CHEMBL1761572,0.5700127424607108,0.18181818181818182,0.1791044776119403
Fc1ccnc(-c2ccnc(Nc3nccc(F)n3)c2)c1,MARS_3145,0.69,0.67,0.65,-8.68622375708674,-7.40622493900089,285.257,2.9554,2.5724146166490662,0.7494851476995917,63.59,5,1,3,True,CHEMBL1630460,0.7838856916054773,CHEMBL4464624,0.6334341906202723,0.1320754716981132,0.0945945945945946
Fc1ccnc(Nc2nccc(-c3ccnc(NC4CC4)c3)n2)c1,MARS_3146,0.79,0.73,0.65,-8.6099321368268,-9.83320717100436,322.34700000000015,3.390600000000001,2.5248954413526565,0.7497384141080112,75.62,6,2,5,True,13903,0.7223702774729581,CHEMBL203289,0.7631079304805024,0.3125,0.35294117647058826
FC(F)(F)Nc1nccc(-c2ccnc(NC3CC3)c2)n1,MARS_3147,0.69,0.61,0.65,-8.25377132636071,-6.65617260457506,295.2680000000001,3.044600000000001,2.664566175842861,0.8488626353721445,62.730000000000004,5,2,4,True,CHEMBL4446123,0.651120929471445,CHEMBL383177,0.6126329358685143,0.29850746268656714,0.14754098360655737
Fc1ccnc(Nc2cccc(-c3ccncc3F)c2)n1,MARS_3148,0.7,0.65,0.65,-7.93708147645939,-8.03234090266788,284.269,3.5604000000000013,2.310039080709597,0.7470760036512386,50.7,4,1,3,True,13896,0.6937965260545906,CHEMBL1288160,0.5815128548075494,0.3770491803278688,0.2054794520547945
Fc1n[nH]cc1-c1ccnc(NC2CCC2)c1,MARS_3149,0.65,0.61,0.65,-7.22914114484364,-7.67882753634924,232.26199999999994,2.5752000000000006,2.8596967231278416,0.8547241639367046,53.6,3,2,3,True,CHEMBL44545,0.59439893313012,CHEMBL1784665,0.6642843708858379,0.14705882352941177,0.17543859649122806
CNc1nccc(-c2ccnc(Nc3ncccn3)c2)n1,MARS_3150,0.64,0.64,0.65,-8.66328242810658,-8.00319069204139,279.307,2.1138999999999997,2.4129406427646742,0.7556775212684796,88.51,7,2,4,True,CHEMBL256518,0.7615859030837004,CHEMBL1761572,0.5353633217993079,0.1724137931034483,0.18840579710144928
Fc1ccc(Nc2cc(-c3cccc(F)n3)ccn2)cc1,MARS_3151,0.6,0.9,0.65,-8.89254639900644,-7.76068304189535,283.281,4.165400000000003,2.0758279836099742,0.7331686621067273,37.81,3,1,3,True,CHEMBL1630460,0.6421471172962226,CHEMBL571619,0.7746777326505385,0.19230769230769232,0.30357142857142855
FC1C(Nc2cc(-c3ccnc(NC4CCC4)n3)ccn2)C1(F)F,MARS_3152,0.69,0.72,0.65,-9.05221224907869,-9.85649701679306,335.33299999999997,3.270500000000002,3.595524690547898,0.8780018021227358,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6614219979219237,CHEMBL507249,0.7143935961335146,0.20270270270270271,0.3870967741935484
Fc1ccc(-c2ccnc(NC3CC3)c2)cc1,MARS_3153,0.58,0.81,0.645,-8.77624896383736,-7.86165542710072,228.27,3.4620000000000015,1.8364235677118277,0.8697368702848817,24.92,2,1,3,True,CHEMBL3410087,0.6661083193746511,CHEMBL4462592,0.5731707317073171,0.32727272727272727,0.1320754716981132
FC1(F)CC1Nc1cc(-c2ccnc(NC3CC3)n2)ccn1,MARS_3154,0.67,0.66,0.65,-8.84066508031302,-8.67239302556546,303.316,2.9324000000000003,3.215945038527952,0.8889694162042995,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6133912522468544,CHEMBL507249,0.70737039350406,0.1917808219178082,0.3770491803278688
Fc1ccnc(Nc2cccc(-c3ccncc3)c2)n1,MARS_3155,0.68,0.59,0.6475,-7.7283698161968,-7.21061403368382,266.279,3.4213000000000013,2.1424829401111243,0.7378695562648271,50.7,4,1,3,True,CHEMBL256518,0.7172413793103448,CHEMBL571619,0.7631531693302209,0.25,0.3584905660377358
Fc1ccnc(-c2ccnc(Nc3nccc(F)n3)c2)c1,MARS_3156,0.69,0.67,0.65,-8.68622375708674,-7.40622493900089,285.257,2.9554,2.5724146166490662,0.7494851476995917,63.59,5,1,3,True,CHEMBL1630460,0.7838856916054773,CHEMBL4464624,0.6334341906202723,0.1320754716981132,0.0945945945945946
Fc1cc(F)cc(-c2ccnc(Nc3ccnc(NC4CCC4)n3)n2)c1,MARS_3157,0.76,0.68,0.65,-8.57198879613369,-9.15980903945967,354.36400000000015,3.919800000000002,2.480803027925198,0.7232568512899175,75.62,6,2,5,True,CHEMBL4126566,0.6786286019210246,CHEMBL379254,0.6785517621145374,0.31746031746031744,0.17142857142857143
Fc1ccc(-c2ccnc(NC3CCC3)c2)cc1,MARS_3158,0.55,0.81,0.6375,-8.64182470778862,-8.13592588606834,242.297,3.852100000000002,1.861209804690139,0.8838027666021686,24.92,2,1,3,True,CHEMBL3410087,0.718960359012715,51238049,0.5512084854807859,0.32142857142857145,0.06451612903225806
Fc1ccnc(Nc2cccc(-c3ccncc3)c2)n1,MARS_3159,0.68,0.59,0.6475,-7.7283698161968,-7.21061403368382,266.279,3.4213000000000013,2.1424829401111243,0.7378695562648271,50.7,4,1,3,True,CHEMBL256518,0.7172413793103448,CHEMBL571619,0.7631531693302209,0.25,0.3584905660377358
Fc1nc(-c2ccnc(NC3CCOCC3)c2)nc(F)c1F,MARS_3160,0.38,0.69,0.595,-9.11136673350189,-8.52937530162965,310.27899999999994,2.5468,2.7970706099340106,0.8829412516384498,59.93000000000001,5,1,3,True,CHEMBL4787873,0.7310392056154769,CHEMBL485323,0.6230758367462224,0.26865671641791045,0.21518987341772153
Fc1ccnc(Nc2cc(-c3ccncc3)ccn2)n1,MARS_3161,0.68,0.72,0.65,-8.3106050484061,-8.74545769165437,267.267,2.816300000000001,2.377872249107213,0.7391506581562259,63.59,5,1,3,True,CHEMBL1630460,0.7462804999008134,51238049,0.6344717182497333,0.13725490196078433,0.08196721311475409
Fc1[nH]nc(-c2ccnc(NC3CC3)c2)c1F,MARS_3162,0.68,0.67,0.65,-7.8688681031882,-7.83849733388894,236.22499999999997,2.3242000000000003,2.8676511972251717,0.8594456502475715,53.6,3,2,3,True,CHEMBL3410087,0.6355000931272118,CHEMBL3099976,0.5525310410697231,0.27419354838709675,0.2028985507246377
CNc1nccc(-c2ccnc(NC3CCC3)c2)n1,MARS_3163,0.69,0.65,0.65,-7.97120930428872,-8.59687278030294,255.32499999999996,2.5447000000000006,2.3261171952727686,0.8787106128817931,62.730000000000004,5,2,4,True,CHEMBL3410099,0.7183271832718328,CHEMBL507249,0.6806790622473726,0.3103448275862069,0.3793103448275862
Fc1ncc(-c2ccnc(NC3CC3)c2)cc1-c1cn[nH]c1,MARS_3164,0.62,0.62,0.65,-8.5786342758648,-7.53301223393243,295.32099999999997,3.2471000000000014,2.69621854949445,0.7250887041997742,66.49000000000001,4,2,4,True,CHEMBL3410101,0.6770951531852812,CHEMBL3577856,0.632202304737516,0.28125,0.21212121212121213
c1cc(-c2ccnc(NC3CC3)n2)cc(NC2CC2)n1,MARS_3165,0.77,0.75,0.65,-8.14195668950632,-8.33693535246343,267.33599999999996,2.6872000000000007,2.312811551359607,0.8717390276608555,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6803874092009685,CHEMBL507249,0.641326137239784,0.2153846153846154,0.4339622641509434
Fc1ccnc(Nc2cccc(-c3ccncc3F)c2)n1,MARS_3166,0.7,0.65,0.65,-7.93708147645939,-8.03234090266788,284.269,3.5604000000000013,2.310039080709597,0.7470760036512386,50.7,4,1,3,True,13896,0.6937965260545906,CHEMBL1288160,0.5815128548075494,0.3770491803278688,0.2054794520547945
Fc1ccc(Nc2ccc(-c3ccnc(NC4CC4)c3)nc2)cc1,MARS_3167,0.61,0.71,0.65,-6.64413080920499,-7.6040836368158,320.371,4.600600000000004,2.132230386407601,0.7211090281476868,49.84,4,2,5,True,CHEMBL2391131,0.6500945690353959,CHEMBL4442806,0.6577857537272225,0.0958904109589041,0.11392405063291139
Fc1cc(-c2c[nH]nc2F)ccc1-c1ccnc(NC2CC2)c1,MARS_3168,0.64,0.57,0.6425,-6.98411737580093,-6.75294644595063,312.3230000000001,3.991200000000002,2.7580125002465614,0.7656238553839507,53.6,3,2,4,True,CHEMBL1210175,0.621913097843076,CHEMBL571619,0.6624385603297923,0.12121212121212122,0.15942028985507245
Fc1ccc(Nc2cc(-c3nc(NC4CC4)ncc3F)ccn2)cc1,MARS_3169,0.71,0.82,0.65,-9.10236890105523,-7.82537793888817,339.34900000000005,4.134700000000001,2.325970466945874,0.7315578637497416,62.730000000000004,5,2,5,True,CHEMBL3110140,0.6326381799620826,CHEMBL2376922,0.6478345184227536,0.0625,0.12359550561797752
c1ccc(Nc2cc(-c3ccnc(NC4CCC4)n3)ccn2)cc1,MARS_3170,0.75,0.84,0.65,-8.76367601308828,-10.3521617745733,317.39599999999996,4.246600000000002,2.1398655233833015,0.7364651985879517,62.730000000000004,5,2,5,True,50407524,0.6812064965197215,CHEMBL203289,0.7132788271778968,0.31746031746031744,0.35294117647058826
Fc1ccc(Nc2nccc(NC3CCC3)n2)cc1,MARS_3171,0.63,0.56,0.64,-7.26854608157966,-8.16846755261928,258.3,3.3237000000000014,2.006593279188854,0.8828504635114982,49.84,4,2,4,True,CHEMBL323657,0.6333036509349955,CHEMBL3577865,0.6238532110091743,0.08571428571428572,0.23809523809523808
Fc1ccnc(Nc2cc(-c3n[nH]c(F)c3F)ccn2)n1,MARS_3172,0.76,0.61,0.65,-8.17310922471634,-8.21338836535369,292.224,2.4226,3.0515190050475542,0.7246971179045991,79.38000000000001,5,2,3,True,CHEMBL1630460,0.7350928641251222,CHEMBL3099976,0.6516677155443675,0.1206896551724138,0.2318840579710145
Fc1cc(-c2ccnc(NC3CC3)c2)[nH]n1,MARS_3173,0.58,0.63,0.645,-7.43186164316409,-7.23583713770172,218.23499999999999,2.1850999999999994,2.782824729528935,0.8297958570748944,53.6,3,2,3,True,CHEMBL4456432,0.6533437317215831,CHEMBL1725279,0.5724622700020674,0.3333333333333333,0.07272727272727272
FC1(Nc2cc(-c3ccnc(NC4CC4)n3)ccn2)CC1,MARS_3174,0.63,0.66,0.65,-8.29295222527576,-8.75133275183925,285.326,2.984400000000001,2.8340628512014003,0.8268945400944289,62.730000000000004,5,2,5,True,CHEMBL346371,0.6397505596418293,CHEMBL507249,0.6495882891125343,0.11267605633802817,0.3770491803278688
Fc1ccnc(Nc2cc(-c3c(F)cncc3F)ccn2)n1,MARS_3175,0.7,0.7,0.65,-8.40038831601888,-8.18631384896747,303.24699999999996,3.094500000000002,2.7383607198241187,0.7532738173291174,63.59,5,1,3,True,CHEMBL253272,0.7153754873707407,51238049,0.6083727211343687,0.23076923076923078,0.09375
c1cnc(Nc2nccc(-c3ccnc(NC4CCC4)c3)n2)nc1,MARS_3176,0.72,0.7,0.65,-8.50273762463656,-9.64767090028007,319.372,3.036600000000001,2.4356447216498225,0.7468596838320958,88.51,7,2,5,True,CHEMBL256518,0.6840447314537723,CHEMBL380724,0.7749776319713689,0.1774193548387097,0.25806451612903225
Fc1ccc(-c2ccnc(NC3CCC3)c2)cc1,MARS_3177,0.55,0.81,0.6375,-8.64182470778862,-8.13592588606834,242.297,3.852100000000002,1.861209804690139,0.8838027666021686,24.92,2,1,3,True,CHEMBL3410087,0.718960359012715,51238049,0.5512084854807859,0.32142857142857145,0.06451612903225806
c1cc(-c2ccnc(NC3CCC3)n2)cc(NC2CCOCC2)n1,MARS_3178,0.74,0.77,0.65,-8.91929977923647,-9.89519422515919,325.4160000000001,3.0939000000000014,2.468859889580484,0.8799975448274374,71.96000000000001,6,2,5,True,CHEMBL2391100,0.6375955023785498,CHEMBL507249,0.7533039647577092,0.2112676056338028,0.4067796610169492
Fc1ccnc(Nc2cccc(-c3c(F)cncc3F)c2)c1,MARS_3179,0.58,0.55,0.6325,-7.83951535120175,-7.96234141493513,301.271,4.304500000000002,2.4465805000439005,0.7832824412034932,37.81,3,1,3,True,CHEMBL3110144,0.5835585265253875,CHEMBL1288160,0.5800815375655213,0.12162162162162163,0.14666666666666667
Fc1ccc(-c2cncc(-c3ccnc(NC4CC4)c3)c2)cc1,MARS_3180,0.64,0.71,0.65,-7.92007732982798,-8.5843839212646,305.356,4.524000000000003,2.101313596165568,0.7695974747131012,37.81,3,1,4,True,CHEMBL2391101,0.6835702770042503,CHEMBL383177,0.6928219003660672,0.18421052631578946,0.15254237288135594
Fc1cccc(-c2cnc(Nc3nccc(F)n3)nc2)c1,MARS_3181,0.61,0.59,0.6475,-7.07317306276115,-7.64751278253858,285.257,2.9554,2.372255978565839,0.7494851476995917,63.59,5,1,3,True,CHEMBL260344,0.639871382636656,CHEMBL383177,0.6742577597840755,0.18032786885245902,0.18518518518518517
Fc1ccnc(Nc2cc(-c3ncc(F)c(NC4CC4)n3)ccn2)n1,MARS_3182,0.65,0.7,0.647452,-9.02799000265114,-8.68177073987537,341.3250000000001,2.9247000000000005,2.699214697715103,0.6898087029460209,88.51,7,2,5,True,CHEMBL256518,0.6960062646828504,CHEMBL379254,0.6833216045038706,0.17647058823529413,0.22857142857142856
Fc1ccnc(Nc2cccc(-c3ccncc3)c2)n1,MARS_3183,0.68,0.59,0.6475,-7.7283698161968,-7.21061403368382,266.279,3.4213000000000013,2.1424829401111243,0.7378695562648271,50.7,4,1,3,True,CHEMBL256518,0.7172413793103448,CHEMBL571619,0.7631531693302209,0.25,0.3584905660377358
Fc1cccc(F)c1-c1ccnc(Nc2ccncc2)c1,MARS_3184,0.54,0.78,0.635,-9.09363377761148,-7.14807773683504,283.28100000000006,4.165400000000003,2.1373230655771884,0.7837517154076078,37.81,3,1,3,True,CHEMBL253272,0.7503064261950622,CHEMBL4777530,0.7018900343642611,0.2222222222222222,0.13432835820895522
Fc1ccc2[nH]nc(-c3ccc4c(c3)OCCO4)c2c1,MARS_3185,0.55,0.28,0.5575,-8.61207458323607,-7.97236307055367,270.263,3.140200000000002,2.171717099172401,0.7385900503261809,47.14,3,1,1,True,CHEMBL456219,0.6467619848612279,CHEMBL4462592,0.5941291585127202,0.25806451612903225,0.25
Fc1cnc(Nc2nccc(F)n2)c(-c2cn[nH]c2)c1,MARS_3186,0.68,0.53,0.6325,-7.47669975782028,-7.6485339757466,274.234,2.2835,2.9094041243039044,0.7161921194080829,79.38,5,2,3,True,111128,0.6053941242575052,CHEMBL1287859,0.5180849467206964,0.18421052631578946,0.0958904109589041
Fc1cc(-c2ccnc(NC3CC3)c2)nc(F)c1NC1CC1,MARS_3187,0.5,0.61,0.625,-7.608617661747,-6.77911310390922,302.32800000000003,3.570400000000002,2.697720131380306,0.8290624244950079,49.84,4,2,5,True,CHEMBL3410098,0.6474484419689899,CHEMBL4782208,0.6300348874088171,0.25757575757575757,0.08695652173913043
Fc1ccnc(Nc2nccc(-c3ccnc(NC4CC4)c3)n2)c1F,MARS_3188,0.73,0.67,0.65,-8.43853440524785,-10.2051749125061,340.33700000000016,3.529700000000001,2.635939697715104,0.739959092125155,75.62,6,2,5,True,CHEMBL2048674,0.701647345942648,CHEMBL203289,0.7749130938586327,0.15,0.3333333333333333
FC1(F)CC1Nc1cc(-c2ccnc(NC3CCC3)n2)ccn1,MARS_3189,0.64,0.65,0.65,-8.91188968032805,-9.60226737388558,317.343,3.3225000000000007,3.2049105362008845,0.8855387978384178,62.730000000000004,5,2,5,True,CHEMBL2391100,0.6718393427658603,CHEMBL507249,0.6875659382064807,0.1891891891891892,0.39344262295081966
CNc1nccc(-c2ccnc(Nc3ncccn3)c2)n1,MARS_3190,0.64,0.64,0.65,-8.66328242810658,-8.00319069204139,279.307,2.1138999999999997,2.4129406427646742,0.7556775212684796,88.51,7,2,4,True,CHEMBL256518,0.7615859030837004,CHEMBL1761572,0.5353633217993079,0.1724137931034483,0.18840579710144928
Fc1[nH]nc(-c2ccnc(Nc3ccncc3)c2)c1F,MARS_3191,0.72,0.71,0.65,-7.76228321914884,-8.05780302508995,273.24600000000004,2.8885000000000005,2.766650278150058,0.7696686663258353,66.49000000000001,4,2,3,True,CHEMBL253272,0.7681901279707495,CHEMBL3099976,0.6612644415917843,0.19117647058823528,0.2878787878787879
Fc1cc(-c2cnc(Nc3ccnc(NC4CC4)n3)nc2)ccn1,MARS_3192,0.62,0.73,0.649473,-6.63608285444744,-7.38611430389607,323.33500000000004,2.7855999999999996,2.598669727066941,0.6978904648623034,88.51,7,2,5,True,51243424,0.6354596909897506,CHEMBL3220488,0.647946463718672,0.06493506493506493,0.11764705882352941
Fc1ccnc(Nc2cc(-c3ccncc3F)ccn2)n1,MARS_3193,0.69,0.71,0.65,-8.42989384091425,-7.47737130748043,285.257,2.955400000000001,2.5377107074435195,0.7494851476995917,63.59,5,1,3,True,13903,0.7009018036072144,CHEMBL571619,0.7128134661628307,0.32786885245901637,0.25
Fc1cnc(Nc2ccnc(NC3CC3)n2)nc1,MARS_3194,0.66,0.61,0.65,-6.97918226706947,-6.52722446123602,246.24899999999997,1.7235999999999998,2.48659530764872,0.8551354269349093,75.62,6,2,4,True,CHEMBL3652544,0.6292383711024024,51238049,0.5537102473498233,0.27419354838709675,0.07936507936507936
Fc1ccc(-c2cccc(Nc3nccc(NC4CC4)n3)c2)c(F)c1,MARS_3195,0.63,0.61,0.65,-8.24463783002748,-8.30575403566544,338.36100000000005,4.739700000000002,2.181812774638182,0.7054017505252292,49.84,4,2,5,True,50922237,0.6624161073825503,CHEMBL1681992,0.6571889198299867,0.34328358208955223,0.06172839506172839
Fc1ccnc(Nc2cccc(-c3ccncc3)c2)n1,MARS_3196,0.68,0.59,0.6475,-7.7283698161968,-7.21061403368382,266.279,3.4213000000000013,2.1424829401111243,0.7378695562648271,50.7,4,1,3,True,CHEMBL256518,0.7172413793103448,CHEMBL571619,0.7631531693302209,0.25,0.3584905660377358
